,id_x,type,startTime,endTime,duration,success,failure,parent,next,previous,object_acted_on,object_type,bodyPartsUsed,arm,grasp,effort,id_y,action_task_id,t_x,t_y,t_z,q_x,q_y,q_z,q_w
1,Action_ITQEZBWN,Grasping,1600384487.9814405,1600384488.5698497,0.5884091854095459,False,CRAMGripperClosedCompletely,Action_TGIMEJZK,,,milk_1,, :LEFT,Front,,,1,Action_ITQEZBWN,0.6399998982747396,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5423122048377991,0.8401770591735841
2,Action_NVMTBZFK,Grasping,1600384503.5560598,1600384504.2654688,0.7094089984893799,True,,Action_IEXLCRQK,,,milk_1,, :LEFT,Front,,,2,Action_NVMTBZFK,0.3582265853881836,-1.00024782816569,3.814697266402156e-09,0.0,0.0,-0.3192286193370819,0.947677731513977
4,Action_BHRJCVQK,Grasping,1600384429.4846811,1600384429.9112577,0.4265768527984619,False,CRAMGripperClosedCompletely,Action_TWEUCXJN,,,milk_1,, :LEFT,Front,,,4,Action_BHRJCVQK,0.39999961853027344,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4175471663475037,0.908655285835266
5,Action_YTXGQEVN,Grasping,1600384452.2881205,1600384452.8163812,0.5282607078552246,False,CRAMGripperClosedCompletely,Action_FBJZVCIS,,,milk_1,, :LEFT,Front,,,5,Action_YTXGQEVN,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
6,Action_IOWCQDNV,Grasping,1600384462.8035321,1600384463.300074,0.4965419769287109,False,CRAMGripperClosedCompletely,Action_ECNSURYO,,,milk_1,, :LEFT,Front,,,6,Action_IOWCQDNV,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
7,Action_DCXZTBSU,Grasping,1600384438.6718981,1600384439.2690372,0.5971391201019287,False,CRAMGripperClosedCompletely,Action_HJECWUZT,,,milk_1,, :LEFT,Front,,,7,Action_DCXZTBSU,0.39999961853027344,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4175471663475037,0.908655285835266
1,Action_IOJWKHQE,Grasping,1600369952.5085714,1600369953.0317173,0.5231461524963379,True,,Action_MPVTKLYH,,,milk_1,, :LEFT,Front,,,1,Action_IOJWKHQE,0.3229259490966797,-1.1131505330403646,3.814697266402156e-09,0.0,0.0,-0.14490437507629395,0.989445686340332
0,Action_KMVUSIEG,Grasping,1600400093.898867,1600400094.3247623,0.4258956909179688,True,,Action_KNOEQJDW,,,milk_1,, :LEFT,Front,,,0,Action_KMVUSIEG,0.4655995686848958,-0.9624762217203776,3.814697266402156e-09,0.0,0.0,-0.4060858488082886,0.9138349294662476
1,Action_VKTDCQNG,Grasping,1600341639.6811404,1600341640.1861098,0.5049693584442139,True,,Action_YZICUDOQ,,,milk_1,, :LEFT,Front,,,1,Action_VKTDCQNG,0.2994973182678223,-1.1300122578938805,3.814697266402156e-09,0.0,0.0,-0.0501243956387043,0.9987429976463318
1,Action_THMSULFW,Grasping,1600407173.1885655,1600407173.8804772,0.6919114589691162,True,,Action_BQWJFDOL,,,milk_1,, :LEFT,Front,,,1,Action_THMSULFW,0.2981011708577474,-1.1752033233642578,3.814697266402156e-09,0.0,0.0,-0.09270456433296204,0.9956936240196228
2,Action_VBXHMPZG,Grasping,1600407156.8036215,1600407157.2264028,0.42278122901916493,False,CRAMGripperClosedCompletely,Action_NIRQCVDP,,,milk_1,, :LEFT,Front,,,2,Action_VBXHMPZG,0.6799997965494792,-0.4000000953674317,3.814697266402156e-09,0.0,0.0,-0.5847008228302002,0.8112490177154541
1,Action_RCLOXFZM,Grasping,1600340674.1742404,1600340674.7055974,0.5313570499420166,True,,Action_DXBJPYEG,,,milk_1,, :LEFT,Front,,,1,Action_RCLOXFZM,0.3409724871317545,-1.0876022338867188,3.814697266402156e-09,0.0,0.0,-0.16900473833084104,0.9856152534484864
1,Action_GFXPCHNB,Grasping,1600351078.4468954,1600351078.9166698,0.4697747230529785,False,CRAMGripperClosedCompletely,Action_HTDKLWRS,,,milk_1,, :LEFT,Front,,,1,Action_GFXPCHNB,0.6799997965494792,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5632646679878235,0.8262765407562256
2,Action_DFWBZSJK,Grasping,1600351069.3329992,1600351069.8235607,0.4905614852905274,False,CRAMGripperClosedCompletely,Action_GTDYZWCN,,,milk_1,, :LEFT,Front,,,2,Action_DFWBZSJK,0.6799997965494792,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5632646679878235,0.8262765407562256
3,Action_WVMJLRXS,Grasping,1600351047.2748935,1600351047.709905,0.4350113868713379,False,CRAMGripperClosedCompletely,Action_LRUJBIYK,,,milk_1,, :LEFT,Front,,,3,Action_WVMJLRXS,0.6799997965494792,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5632646679878235,0.8262765407562256
4,Action_NYRMSCOP,Grasping,1600351126.6631668,1600351127.2092788,0.546112060546875,False,CRAMGripperClosedCompletely,Action_SIHLGMWR,,,milk_1,, :LEFT,Front,,,4,Action_NYRMSCOP,0.39999961853027344,-0.5999998728434245,3.814697266402156e-09,0.0,0.0,-0.4028212130069733,0.9152786731719972
5,Action_UBQFJSDR,Grasping,1600351115.6923542,1600351116.241695,0.5493407249450684,False,CRAMGripperClosedCompletely,Action_JKFUPVHX,,,milk_1,, :LEFT,Front,,,5,Action_UBQFJSDR,0.39999961853027344,-0.5999998728434245,3.814697266402156e-09,0.0,0.0,-0.4028212428092957,0.9152786731719972
6,Action_NETLUSDH,Grasping,1600351091.4814909,1600351092.0346153,0.5531244277954102,False,CRAMGripperClosedCompletely,Action_JDTSRXCW,,,milk_1,, :LEFT,Front,,,6,Action_NETLUSDH,0.6799997965494792,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5632646679878235,0.8262765407562256
7,Action_MUSWVDQT,Grasping,1600351055.817194,1600351056.2828677,0.4656736850738525,False,CRAMGripperClosedCompletely,Action_XHQDKVYJ,,,milk_1,, :LEFT,Front,,,7,Action_MUSWVDQT,0.6799997965494792,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5632646679878235,0.8262765407562256
8,Action_NSVJDWTU,Grasping,1600351141.9294546,1600351142.5899665,0.6605122089385986,True,,Action_BIZPDYNQ,,,milk_1,, :LEFT,Front,,,8,Action_NSVJDWTU,0.274923833211263,-1.1010031382242838,3.814697266402156e-09,0.0,0.0,-0.2179274260997772,0.9759649634361268
9,Action_QBNYSDMK,Grasping,1600351101.8884904,1600351102.4279602,0.5394697189331055,False,CRAMGripperClosedCompletely,Action_ZMGPUFYT,,,milk_1,, :LEFT,Front,,,9,Action_QBNYSDMK,0.6799997965494792,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5632646679878235,0.8262765407562256
0,Action_RDLYTZXK,Grasping,1600373084.0109565,1600373084.679856,0.6688995361328125,False,CRAMGripperClosedCompletely,Action_GHXZWSFK,,,milk_1,, :LEFT,Front,,,0,Action_RDLYTZXK,0.6399998982747396,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5423122644424438,0.8401770591735841
1,Action_BEYGCFKN,Grasping,1600373036.2525785,1600373036.7123194,0.4597408771514893,False,CRAMGripperClosedCompletely,Action_ZBVYHECR,,,milk_1,, :LEFT,Front,,,1,Action_BEYGCFKN,0.39999961853027344,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4175471663475037,0.908655285835266
2,Action_DTFWSJCE,Grasping,1600373046.5157213,1600373046.9807353,0.4650139808654785,False,CRAMGripperClosedCompletely,Action_LCQUFNZD,,,milk_1,, :LEFT,Front,,,2,Action_DTFWSJCE,0.39999961853027344,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4175471663475037,0.908655285835266
3,Action_IFMKWEBY,Grasping,1600373111.2196224,1600373111.8902056,0.6705830097198486,True,,Action_UYPFQOTN,,,milk_1,, :LEFT,Front,,,3,Action_IFMKWEBY,0.3582265853881836,-1.00024782816569,3.814697266402156e-09,0.0,0.0,-0.3192286193370819,0.947677731513977
4,Action_NYCWUTEO,Grasping,1600373069.4029956,1600373069.9649065,0.56191086769104,False,CRAMGripperClosedCompletely,Action_XPLQVKRD,,,milk_1,, :LEFT,Front,,,4,Action_NYCWUTEO,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
6,Action_PDBMQWHO,Grasping,1600373059.6951056,1600373060.2340336,0.5389277935028076,False,CRAMGripperClosedCompletely,Action_EFCZLBOM,,,milk_1,, :LEFT,Front,,,6,Action_PDBMQWHO,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
7,Action_WGVIKLOT,Grasping,1600373095.3053324,1600373095.8857327,0.5804002285003662,False,CRAMGripperClosedCompletely,Action_NBSPXVUO,,,milk_1,, :LEFT,Front,,,7,Action_WGVIKLOT,0.6399998982747396,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5423122048377991,0.8401770591735841
1,Action_DZWEPOGM,Grasping,1600347803.3555596,1600347803.8720458,0.5164861679077148,True,,Action_OSFEQXNR,,,milk_1,, :LEFT,Front,,,1,Action_DZWEPOGM,0.5484593709309896,-0.9328695297241212,3.814697266402156e-09,0.0,0.0,-0.3875719308853149,0.921839475631714
0,Action_HFSIPEDL,Grasping,1600365268.0385435,1600365268.5179522,0.4794085025787354,True,,Action_ZGKQUOSL,,,milk_1,, :LEFT,Front,,,0,Action_HFSIPEDL,0.21144059499104814,-1.3640557607014974,3.814697266402156e-09,0.0,0.0,-0.0211787186563015,0.9997757077217102
2,Action_JFZLPCRQ,Grasping,1600411100.6354904,1600411101.089271,0.4537806510925293,True,,Action_FNSGDJXK,,,milk_1,, :LEFT,Front,,,2,Action_JFZLPCRQ,0.21144059499104814,-1.3640557607014974,3.814697266402156e-09,0.0,0.0,-0.0211787186563015,0.9997757077217102
1,Action_JMBDWEKQ,Grasping,1600360319.2946274,1600360319.7579176,0.4632902145385742,True,,Action_RLDKQPVF,,,milk_1,, :LEFT,Front,,,1,Action_JMBDWEKQ,0.21144059499104814,-1.3640557607014974,3.814697266402156e-09,0.0,0.0,-0.0211787186563015,0.9997757077217102
0,Action_WTXCEUMQ,Grasping,1600340211.6001115,1600340212.0907073,0.4905955791473389,False,CRAMGripperClosedCompletely,Action_LXBJKYFI,,,milk_1,, :LEFT,Front,,,0,Action_WTXCEUMQ,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
1,Action_UZRQSWGV,Grasping,1600340274.1494176,1600340274.8062315,0.6568138599395752,False,CRAMGripperClosedCompletely,Action_QXJOYMTH,,,milk_1,, :LEFT,Front,,,1,Action_UZRQSWGV,0.39999961853027344,-0.5999998728434245,3.814697266402156e-09,0.0,0.0,-0.4028212428092957,0.9152786731719972
2,Action_CNEWIODF,Grasping,1600340286.5573606,1600340287.214101,0.656740665435791,False,CRAMGripperClosedCompletely,Action_MXBFODNH,,,milk_1,, :LEFT,Front,,,2,Action_CNEWIODF,0.39999961853027344,-0.5999998728434245,3.814697266402156e-09,0.0,0.0,-0.4028212130069733,0.9152786731719972
4,Action_MJNLGYOC,Grasping,1600340224.7478044,1600340225.216469,0.4686646461486816,False,CRAMGripperClosedCompletely,Action_KRJWXQHY,,,milk_1,, :LEFT,Front,,,4,Action_MJNLGYOC,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
5,Action_DGPHMZVY,Grasping,1600340302.563821,1600340303.2321541,0.6683330535888672,True,,Action_XVLDNOJQ,,,milk_1,, :LEFT,Front,,,5,Action_DGPHMZVY,0.274923833211263,-1.1010031382242838,3.814697266402156e-09,0.0,0.0,-0.2179274260997772,0.9759649634361268
6,Action_WPLHECRG,Grasping,1600340259.5452852,1600340260.0999339,0.5546486377716064,False,CRAMGripperClosedCompletely,Action_GPKORVQS,,,milk_1,, :LEFT,Front,,,6,Action_WPLHECRG,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
7,Action_CBHJGZVK,Grasping,1600340202.6904829,1600340203.1859374,0.4954545497894287,False,CRAMGripperClosedCompletely,Action_WQNHGYSX,,,milk_1,, :LEFT,Front,,,7,Action_CBHJGZVK,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
8,Action_OGBYEKQH,Grasping,1600340234.6006596,1600340235.236071,0.6354115009307861,False,CRAMGripperClosedCompletely,Action_HKOCVEUN,,,milk_1,, :LEFT,Front,,,8,Action_OGBYEKQH,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
9,Action_PSUOZNMG,Grasping,1600340249.275114,1600340249.8963299,0.6212158203125,False,CRAMGripperClosedCompletely,Action_GWJYFCQB,,,milk_1,, :LEFT,Front,,,9,Action_PSUOZNMG,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
0,Action_ZKNWHQMG,Grasping,1600394254.6168425,1600394255.1457841,0.5289416313171387,False,CRAMGripperClosedCompletely,Action_ZPOCYSXK,,,milk_1,, :LEFT,Front,,,0,Action_ZKNWHQMG,0.7199998219807943,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4655487835407257,0.8850222229957581
1,Action_FKTLVSMD,Grasping,1600394268.1800408,1600394268.695227,0.5151860713958739,False,CRAMGripperClosedCompletely,Action_NJVIRDPX,,,milk_1,, :LEFT,Front,,,1,Action_FKTLVSMD,0.7199998219807943,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4655487835407257,0.8850222229957581
2,Action_JGHRCONI,Grasping,1600394277.9414265,1600394278.4553192,0.5138928890228271,False,CRAMGripperClosedCompletely,Action_MWDGUYVI,,,milk_1,, :LEFT,Front,,,2,Action_JGHRCONI,0.7199998219807943,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4655487835407257,0.8850222229957581
4,Action_UBFOTNPD,Grasping,1600394292.2854445,1600394292.9014297,0.6159853935241699,True,,Action_FJTZPYBV,,,milk_1,, :LEFT,Front,,,4,Action_UBFOTNPD,0.7024749120076498,-0.86291929880778,3.814697266402156e-09,0.0,0.0,-0.5586867332458496,0.8293787240982056
6,Action_BNYWEJVG,Grasping,1600394245.4298005,1600394245.898192,0.4683914184570313,False,CRAMGripperClosedCompletely,Action_REKYIXGB,,,milk_1,, :LEFT,Front,,,6,Action_BNYWEJVG,0.7199998219807943,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4655487835407257,0.8850222229957581
0,Action_TFWRCZKY,Grasping,1600330974.438651,1600330974.9467587,0.5081076622009277,True,,Action_SOTLVUYW,,,milk_1,, :LEFT,Front,,,0,Action_TFWRCZKY,0.6965110143025716,-0.9218660354614258,3.814697266402156e-09,0.0,0.0,-0.4207480251789093,0.9071775674819946
1,Action_DMEBRPOX,Grasping,1600399675.7649212,1600399676.2629461,0.4980249404907226,True,,Action_ZBSODKXJ,,,milk_1,, :LEFT,Front,,,1,Action_DMEBRPOX,0.476153564453125,-0.9146926879882812,3.814697266402156e-09,0.0,0.0,-0.4618102312088013,0.8869787454605103
2,Action_MWJRZCND,Grasping,1600331634.818891,1600331635.3240006,0.5051095485687256,True,,Action_YCPGDEBZ,,,milk_1,, :LEFT,Front,,,2,Action_MWJRZCND,0.34071601231892906,-1.1781229654947916,3.814697266402156e-09,0.0,0.0,-0.09687387943267822,0.9952966570854188
0,Action_VSNXWLGF,Grasping,1600353723.5519707,1600353724.1697917,0.6178209781646729,False,CRAMGripperClosedCompletely,Action_SJRBYFTG,,,milk_1,, :LEFT,Front,,,0,Action_VSNXWLGF,0.7599997202555339,-0.3600001335144043,3.814697266402156e-09,0.0,0.0,-0.6259669661521912,0.7798495888710022
1,Action_UQNBOZYW,Grasping,1600353744.5007126,1600353745.1147504,0.6140375137329102,True,,Action_JNPQGCEY,,,milk_1,, :LEFT,Front,,,1,Action_UQNBOZYW,0.3309673627217611,-1.0217142740885417,3.814697266402156e-09,0.0,0.0,-0.2925819158554077,0.9562404751777648
0,Action_MPVLEBWF,Grasping,1600333403.3534179,1600333403.8682334,0.5148153305053711,False,CRAMGripperClosedCompletely,Action_UJNZCMTL,,,milk_1,, :LEFT,Front,,,0,Action_MPVLEBWF,0.4800000190734863,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.4229365885257721,0.906159281730652
1,Action_BJTZHVDW,Grasping,1600333440.9774492,1600333441.5854895,0.6080403327941895,True,,Action_VNDJFTOR,,,milk_1,, :LEFT,Front,,,1,Action_BJTZHVDW,0.20884283383687335,-1.2182071685791016,3.814697266402156e-09,0.0,0.0,-0.12141954153776167,0.9926012754440308
4,Action_WLBFGUQN,Grasping,1600333393.7621624,1600333394.1781974,0.4160349369049072,False,CRAMGripperClosedCompletely,Action_LMFQXYUJ,,,milk_1,, :LEFT,Front,,,4,Action_WLBFGUQN,0.4800000190734863,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.4229365885257721,0.906159281730652
5,Action_HFGBVCZS,Grasping,1600333416.7378256,1600333417.23005,0.4922244548797608,False,CRAMGripperClosedCompletely,Action_XIBQUZMP,,,milk_1,, :LEFT,Front,,,5,Action_HFGBVCZS,0.4800000190734863,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.4229365885257721,0.906159281730652
6,Action_WUVFDNYO,Grasping,1600333426.8946338,1600333427.4668262,0.5721924304962158,False,CRAMGripperClosedCompletely,Action_NYCXKBOP,,,milk_1,, :LEFT,Front,,,6,Action_WUVFDNYO,0.4800000190734863,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.4229365885257721,0.906159281730652
1,Action_DGXQKFTY,Grasping,1600397518.6750536,1600397519.2175775,0.5425240993499756,False,CRAMGripperClosedCompletely,Action_YLQOGKNH,,,milk_1,, :LEFT,Front,,,1,Action_DGXQKFTY,0.3599996566772461,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.3206571638584137,0.9471953511238098
2,Action_KONZSTEI,Grasping,1600397542.038351,1600397542.5467472,0.5083959102630615,False,CRAMGripperClosedCompletely,Action_TIHDJQKR,,,milk_1,, :LEFT,Front,,,2,Action_KONZSTEI,0.3599996566772461,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.3206571638584137,0.9471953511238098
3,Action_IEPWZBQS,Grasping,1600397484.0641866,1600397484.5454135,0.481226921081543,False,CRAMGripperClosedCompletely,Action_UCXMLYGP,,,milk_1,, :LEFT,Front,,,3,Action_IEPWZBQS,0.3599996566772461,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.3206571638584137,0.9471953511238098
4,Action_DUQBTFVX,Grasping,1600397494.6860096,1600397495.1598513,0.473841667175293,False,CRAMGripperClosedCompletely,Action_TLVYHFMR,,,milk_1,, :LEFT,Front,,,4,Action_DUQBTFVX,0.3599996566772461,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.3206571638584137,0.9471953511238098
6,Action_OUGTYWLK,Grasping,1600397557.7910118,1600397558.402148,0.6111361980438232,True,,Action_KFWIYOHB,,,milk_1,, :LEFT,Front,,,6,Action_OUGTYWLK,0.2799997329711914,-1.200000254313151,3.814697266402156e-09,0.0,0.0,0.0037826478946954008,0.9999928474426271
7,Action_RELBJKFD,Grasping,1600397508.3493676,1600397508.9414706,0.5921032428741455,False,CRAMGripperClosedCompletely,Action_HRSKYJDZ,,,milk_1,, :LEFT,Front,,,7,Action_RELBJKFD,0.3599996566772461,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.3206571638584137,0.9471953511238098
8,Action_GIZHEOSL,Grasping,1600397531.9247596,1600397532.4497466,0.5249869823455809,False,CRAMGripperClosedCompletely,Action_WQNJMHFZ,,,milk_1,, :LEFT,Front,,,8,Action_GIZHEOSL,0.3599996566772461,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.3206571638584137,0.9471953511238098
0,Action_FSKBNJCT,Grasping,1600330147.6187332,1600330148.217224,0.5984907150268555,False,CRAMGripperClosedCompletely,Action_WSURKEJM,,,milk_1,, :LEFT,Front,,,0,Action_FSKBNJCT,0.39999961853027344,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4175471663475037,0.908655285835266
2,Action_MQENBIWF,Grasping,1600330186.6481571,1600330187.1698358,0.5216789245605469,False,CRAMGripperClosedCompletely,Action_NWLKGHZP,,,milk_1,, :LEFT,Front,,,2,Action_MQENBIWF,0.6399998982747396,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5423122644424438,0.8401770591735841
3,Action_PJNFYMUC,Grasping,1600330198.0228064,1600330198.664364,0.6415576934814453,False,CRAMGripperClosedCompletely,Action_PNVQECWX,,,milk_1,, :LEFT,Front,,,3,Action_PJNFYMUC,0.6399998982747396,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5423122048377991,0.8401770591735841
4,Action_NQEDOFUI,Grasping,1600330161.498695,1600330162.0412462,0.5425512790679932,False,CRAMGripperClosedCompletely,Action_KVNSOJHZ,,,milk_1,, :LEFT,Front,,,4,Action_NQEDOFUI,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
5,Action_CFGRXKQY,Grasping,1600330137.3228278,1600330137.8773837,0.5545556545257568,False,CRAMGripperClosedCompletely,Action_UPDLOJVE,,,milk_1,, :LEFT,Front,,,5,Action_CFGRXKQY,0.39999961853027344,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.4175471663475037,0.908655285835266
6,Action_KPYVDEUI,Grasping,1600330213.9536028,1600330214.7537308,0.8001279830932617,True,,Action_LWMKPQDH,,,milk_1,, :LEFT,Front,,,6,Action_KPYVDEUI,0.3582265853881836,-1.00024782816569,3.814697266402156e-09,0.0,0.0,-0.3192286193370819,0.947677731513977
7,Action_WMNIYGSU,Grasping,1600330172.1089232,1600330172.6486363,0.5397131443023682,False,CRAMGripperClosedCompletely,Action_WPTOZHYG,,,milk_1,, :LEFT,Front,,,7,Action_WMNIYGSU,0.11999988555908205,-0.6400003433227539,3.814697266402156e-09,0.0,0.0,-0.2917705774307251,0.956488311290741
0,Action_FMLKJENR,Grasping,1600404668.8139875,1600404669.2834203,0.4694328308105469,False,CRAMGripperClosedCompletely,Action_VGHRBMDX,,,milk_1,, :LEFT,Front,,,0,Action_FMLKJENR,0.5599999745686849,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5022584795951843,0.8647175431251526
2,Action_ECVSRYMX,Grasping,1600404691.657448,1600404692.202048,0.5446000099182129,False,CRAMGripperClosedCompletely,Action_MHLDZYXT,,,milk_1,, :LEFT,Front,,,2,Action_ECVSRYMX,0.5599999745686849,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5022584795951843,0.8647175431251526
3,Action_PYUEJMDZ,Grasping,1600404678.1160605,1600404678.563849,0.4477884769439697,False,CRAMGripperClosedCompletely,Action_TLJGSKER,,,milk_1,, :LEFT,Front,,,3,Action_PYUEJMDZ,0.5599999745686849,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5022584795951843,0.8647175431251526
4,Action_IRCKHUEZ,Grasping,1600404722.305238,1600404722.9476812,0.6424431800842285,True,,Action_WYGMUNXL,,,milk_1,, :LEFT,Front,,,4,Action_IRCKHUEZ,0.2592310587565104,-1.1737018585205081,3.814697266402156e-09,0.0,0.0,-0.08852020651102066,0.996074378490448
5,Action_PXBTZEYS,Grasping,1600404702.933697,1600404703.4626882,0.5289912223815918,False,CRAMGripperClosedCompletely,Action_ZJYXKUET,,,milk_1,, :LEFT,Front,,,5,Action_PXBTZEYS,0.5599999745686849,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.5022584795951843,0.8647175431251526
0,Action_QMCOLJRV,Grasping,1600358198.6238866,1600358199.1275973,0.5037107467651367,True,,Action_NGWKTQRS,,,milk_1,, :LEFT,Front,,,0,Action_QMCOLJRV,0.21144059499104814,-1.3640557607014974,3.814697266402156e-09,0.0,0.0,-0.0211787186563015,0.9997757077217102
1,Action_RVFWCYKS,Grasping,1600359704.6276426,1600359705.1295033,0.5018606185913086,True,,Action_XYSCZVUW,,,milk_1,, :LEFT,Front,,,1,Action_RVFWCYKS,0.2193719704945882,-1.2555805206298831,3.814697266402156e-09,0.0,0.0,-0.09729791432619096,0.9952552914619446
1,Action_WZKTUIBS,Grasping,1600381395.6531684,1600381396.1664438,0.5132753849029541,True,,Action_FVSYZKHJ,,,milk_1,, :LEFT,Front,,,1,Action_WZKTUIBS,0.3444033622741699,-1.1387762705485025,3.814697266402156e-09,0.0,0.0,-0.07822107523679732,0.9969360232353209
0,Action_MHPQJRSF,Grasping,1600356059.9160938,1600356060.3908248,0.4747309684753418,False,CRAMGripperClosedCompletely,Action_GXZWNFPU,,,milk_1,, :LEFT,Front,,,0,Action_MHPQJRSF,0.8399996439615885,-0.4000000953674317,3.814697266402156e-09,0.0,0.0,-0.6591827273368835,0.7519828081130981
1,Action_CSOKLJPM,Grasping,1600356108.119314,1600356108.6318948,0.5125808715820312,True,,Action_TCIFYWQE,,,milk_1,, :LEFT,Front,,,1,Action_CSOKLJPM,0.5532632191975911,-0.8692149480183919,3.814697266402156e-09,0.0,0.0,-0.5214422941207886,0.8532865643501282
2,Action_GZBVXFTJ,Grasping,1600356094.0823555,1600356094.585228,0.5028722286224365,False,CRAMGripperClosedCompletely,Action_DGUVJZQS,,,milk_1,, :LEFT,Front,,,2,Action_GZBVXFTJ,0.8399996439615885,-0.4000000953674317,3.814697266402156e-09,0.0,0.0,-0.6591827273368835,0.7519828081130981
3,Action_CGNMJTBV,Grasping,1600356069.9788759,1600356070.4552479,0.4763720035552978,False,CRAMGripperClosedCompletely,Action_MYLUZDEI,,,milk_1,, :LEFT,Front,,,3,Action_CGNMJTBV,0.8399996439615885,-0.4000000953674317,3.814697266402156e-09,0.0,0.0,-0.6591827273368835,0.7519828081130981
4,Action_IEFHVNRP,Grasping,1600356083.816032,1600356084.310647,0.4946150779724121,False,CRAMGripperClosedCompletely,Action_RLMZFHEQ,,,milk_1,, :LEFT,Front,,,4,Action_IEFHVNRP,0.8399996439615885,-0.4000000953674317,3.814697266402156e-09,0.0,0.0,-0.6591827273368835,0.7519828081130981
1,Action_FLYDSPHW,Grasping,1600348639.2765439,1600348639.987653,0.711108922958374,True,,Action_TFUSCBKL,,,milk_1,, :LEFT,Front,,,1,Action_FLYDSPHW,0.2033751328786214,-1.2708863576253255,3.814697266402156e-09,0.0,0.0,-0.08469337970018387,0.9964070916175842
0,Action_ZBXYEJCL,Grasping,1600350101.3165839,1600350101.7980251,0.4814410209655762,False,CRAMGripperClosedCompletely,Action_ZPKONLSR,,,milk_1,, :LEFT,Front,,,0,Action_ZBXYEJCL,0.19999980926513672,-0.7600002288818359,3.814697266402156e-09,0.0,0.0,-0.2611634135246277,0.9652945995330809
1,Action_RIHNZFVG,Grasping,1600350078.7205276,1600350079.2256541,0.5051267147064209,False,CRAMGripperClosedCompletely,Action_RMJOTPVE,,,milk_1,, :LEFT,Front,,,1,Action_RIHNZFVG,0.3599996566772461,-0.4800000190734863,3.814697266402156e-09,0.0,0.0,-0.4282166659832001,0.9036760926246644
