,id_x,type,startTime,endTime,duration,success,failure,parent,next,previous,object_acted_on,object_type,bodyPartsUsed,arm,grasp,effort,id_y,action_task_id,t_x,t_y,t_z,q_x,q_y,q_z,q_w,information
1,Action_LCMNOVFT,Grasping,1600346865.6835055,1600346866.5516267,0.8681211471557617,True,,Action_EQWLXIFG,,,,,,,,,1,Action_LCMNOVFT,0.4083584785461426,-0.7124706268310547,3.814697266402156e-09,0.0,0.0,-0.2497042566537857,0.9683221578598022,Opening: IAI-FRIDGE-DOOR
4,Action_IGDNYEXV,Grasping,1600346866.8170564,1600346867.0532606,0.2362041473388672,True,,Action_EQWLXIFG,,,,, :RIGHT,,,,4,Action_IGDNYEXV,0.4083584785461426,-0.7124706268310547,3.814697266402156e-09,0.0,0.0,-0.2497042566537857,0.9683221578598022,Opening: IAI-FRIDGE-DOOR
9,Action_QSJYPVMT,Grasping,1600381162.575276,1600381162.7454126,0.1701366901397705,True,,Action_THRBXEZL,,,,, :RIGHT,,,,9,Action_QSJYPVMT,0.5599999745686849,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.3938417732715607,0.9191782474517822,Opening: IAI-FRIDGE-DOOR
12,Action_KQRNLUMX,Grasping,1600381161.4875708,1600381162.2896235,0.8020527362823486,True,,Action_THRBXEZL,,,,,,,,,12,Action_KQRNLUMX,0.5599999745686849,-0.5599999745686849,3.814697266402156e-09,0.0,0.0,-0.3938417732715607,0.9191782474517822,Opening: IAI-FRIDGE-DOOR
2,Action_QLWVOZKR,Grasping,1600384727.5695937,1600384728.5011308,0.93153715133667,True,,Action_KXPEVWOS,,,,,,,,,2,Action_QLWVOZKR,0.7599997202555339,-0.4000000953674317,3.814697266402156e-09,0.0,0.0,-0.5053013563156128,0.8629429340362549,Opening: IAI-FRIDGE-DOOR
15,Action_HFXSKQMO,Grasping,1600384728.7617257,1600384729.0283308,0.2666051387786865,True,,Action_KXPEVWOS,,,,, :RIGHT,,,,15,Action_HFXSKQMO,0.7599997202555339,-0.4000000953674317,3.814697266402156e-09,0.0,0.0,-0.5053013563156128,0.8629429340362549,Opening: IAI-FRIDGE-DOOR
3,Action_KFSNGVLC,Grasping,1600411417.901798,1600411419.7866867,1.8848886489868164,True,,Action_KWBNPUZX,,,,,,,,,3,Action_KFSNGVLC,0.5610065460205078,-0.8828407923380533,3.814697266402156e-09,0.0,0.0,-0.38103893399238586,0.9245589971542358,Closing: IAI-FRIDGE-DOOR
7,Action_EOZIFKUX,Grasping,1600411259.2705936,1600411259.4933417,0.2227482795715332,True,,Action_BZCRPIEX,,,,, :RIGHT,,,,7,Action_EOZIFKUX,0.3218875885009765,-0.6575326283772787,3.814697266402156e-09,0.0,0.0,-0.20935919880867004,0.9778388142585754,Opening: IAI-FRIDGE-DOOR
12,Action_QMPWRJKZ,Grasping,1600411258.0482342,1600411258.946163,0.8979287147521973,True,,Action_BZCRPIEX,,,,,,,,,12,Action_QMPWRJKZ,0.3218875885009765,-0.6575326283772787,3.814697266402156e-09,0.0,0.0,-0.20935919880867004,0.9778388142585754,Opening: IAI-FRIDGE-DOOR
1,Action_UKICGORF,Grasping,1600357526.853805,1600357527.0249789,0.1711738109588623,True,,Action_PYTGEKML,,,,, :RIGHT,,,,1,Action_UKICGORF,0.37961273193359374,-0.5374562581380208,3.814697266402156e-09,0.0,0.0,-0.30758458375930786,0.9515207409858704,Opening: IAI-FRIDGE-DOOR
3,Action_PYGVZOLM,Grasping,1600357525.1345055,1600357526.6190042,1.4844985008239746,True,,Action_PYTGEKML,,,,,,,,,3,Action_PYGVZOLM,0.37961273193359374,-0.5374562581380208,3.814697266402156e-09,0.0,0.0,-0.30758458375930786,0.9515207409858704,Opening: IAI-FRIDGE-DOOR
0,Action_SVLCHIMW,Grasping,1600337710.2419314,1600337711.1764777,0.9345459938049316,True,,Action_NYGKIROE,,,,,,,,,0,Action_SVLCHIMW,0.3599996566772461,-0.5999998728434245,3.814697266402156e-09,0.0,0.0,-0.3232672214508057,0.9463077187538148,Opening: IAI-FRIDGE-DOOR
3,Action_KIGLOFQN,Grasping,1600337711.4294682,1600337711.6230402,0.1935720443725586,True,,Action_NYGKIROE,,,,, :RIGHT,,,,3,Action_KIGLOFQN,0.3599996566772461,-0.5999998728434245,3.814697266402156e-09,0.0,0.0,-0.3232672214508057,0.9463077187538148,Opening: IAI-FRIDGE-DOOR
0,Action_RWFPNIGJ,Grasping,1600354020.2964551,1600354020.4975297,0.20107483863830566,True,,Action_UOBWDRYG,,,,, :RIGHT,,,,0,Action_RWFPNIGJ,0.5999998728434245,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.41905808448791504,0.9079594016075134,Opening: IAI-FRIDGE-DOOR
1,Action_ITCEQOWM,Grasping,1600354019.2630024,1600354020.0637803,0.8007781505584717,True,,Action_UOBWDRYG,,,,,,,,,1,Action_ITCEQOWM,0.5999998728434245,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.41905808448791504,0.9079594016075134,Opening: IAI-FRIDGE-DOOR
2,Action_RQDPGTKX,Grasping,1600354101.7742026,1600354103.4325774,1.6583747863769531,True,,Action_JVTCLUFS,,,,,,,,,2,Action_RQDPGTKX,0.2923675537109375,-0.8779523849487305,3.814697266402156e-09,0.0,0.0,-0.2951263785362244,0.9554582238197328,Closing: IAI-FRIDGE-DOOR
1,Action_ERQCTGXK,Grasping,1600389136.044207,1600389137.0356834,0.99147629737854,True,,Action_OSCTGBVH,,,,,,,,,1,Action_ERQCTGXK,0.37305469512939454,-0.8471653620402019,3.814697266402156e-09,0.0,0.0,-0.13384170830249786,0.9910027384757996,Opening: IAI-FRIDGE-DOOR
2,Action_RTZDWMVK,Grasping,1600389137.2200613,1600389137.4286463,0.20858502388000488,True,,Action_OSCTGBVH,,,,, :RIGHT,,,,2,Action_RTZDWMVK,0.37305469512939454,-0.8471653620402019,3.814697266402156e-09,0.0,0.0,-0.13384170830249786,0.9910027384757996,Opening: IAI-FRIDGE-DOOR
8,Action_VNLBMDCY,Grasping,1600341344.6538506,1600341345.68057,1.0267195701599119,True,,Action_VHBYUOQK,,,,,,,,,8,Action_VNLBMDCY,0.3276844660441081,-0.6202464421590169,3.814697266402156e-09,0.0,0.0,-0.2249794751405716,0.9743635058403016,Opening: IAI-FRIDGE-DOOR
